,individu_id,date,activite,duree,unite,poids_kg,calories
935,1016,2025-02-05,course,78.45,min,81.1,1227.1
936,1016,2025-02-06,course,36.61,min,81.1,514.5
937,1016,2025-02-07,course,42.93,min,81.1,481.9
938,1016,2025-02-08,course,60.98,min,81.1,911.6
939,1016,2025-02-09,natation,50.64,min,81.1,647.8
940,1016,2025-02-10,velo,23.25,min,81.1,282.3
941,1016,2025-02-11,course,54.75,min,81.1,812.9
942,1016,2025-02-12,velo,10.0,min,81.1,96.2
943,1016,2025-02-13,course,45.97,min,81.1,679.2
944,1016,2025-02-14,course,51.92,min,81.1,689.3
945,1016,2025-02-15,course,37.8,min,81.1,486.3
946,1016,2025-02-16,course,28.2,min,81.1,330.7
947,1016,2025-02-17,velo,42.87,min,81.1,439.5
948,1016,2025-02-18,velo,70.77,min,81.1,812.2
949,1016,2025-02-19,velo,29.88,min,81.1,358.2
950,1016,2025-02-20,course,24.84,min,81.1,340.3
951,1016,2025-02-21,velo,44.08,min,81.1,472.0
952,1016,2025-02-22,velo,36.15,min,81.1,379.2
953,1016,2025-02-23,course,43.28,min,81.1,632.4
954,1016,2025-02-24,velo,38.19,min,81.1,352.1
955,1016,2025-02-25,velo,55.52,min,81.1,623.4
956,1016,2025-02-26,course,33.21,min,81.1,466.1
957,1016,2025-02-27,natation,28.59,min,81.1,338.2
958,1016,2025-02-28,course,74.5,min,81.1,1289.0
959,1016,2025-03-01,natation,74.4,min,81.1,837.3
960,1017,2025-01-01,natation,35.36,min,76.6,374.2
961,1017,2025-01-02,natation,24.24,min,76.6,249.7
962,1017,2025-01-03,course,93.0,min,76.6,1189.0
963,1017,2025-01-04,course,40.66,min,76.6,509.5
964,1017,2025-01-05,velo,69.23,min,76.6,625.6
965,1017,2025-01-06,course,81.60000000000001,min,76.6,1026.9
966,1017,2025-01-07,natation,48.74,min,76.6,423.0
967,1017,2025-01-08,course,18.0,min,76.6,267.0
968,1017,2025-01-09,natation,40.03,min,76.6,370.7
969,1017,2025-01-10,velo,29.94,min,76.6,259.9
970,1017,2025-01-11,velo,52.88,min,76.6,549.4
971,1017,2025-01-12,velo,42.84,min,76.6,396.5
972,1017,2025-01-13,natation,71.03,min,76.6,879.9
973,1017,2025-01-14,velo,35.51,min,76.6,424.1
974,1017,2025-01-15,velo,45.45,min,76.6,445.0
975,1017,2025-01-16,velo,68.35,min,76.6,766.9
976,1017,2025-01-17,velo,18.57,min,76.6,174.7
977,1017,2025-01-18,velo,46.800000000000004,min,76.6,475.6
978,1017,2025-01-19,velo,51.6,min,76.6,571.4
979,1017,2025-01-20,course,33.62,min,76.6,476.2
980,1017,2025-01-21,course,48.71,min,76.6,643.0
981,1017,2025-01-22,course,29.92,min,76.6,485.4
982,1017,2025-01-23,natation,39.01,min,76.6,360.8
983,1017,2025-01-24,velo,60.0,min,76.6,627.2
984,1017,2025-01-25,course,73.2,min,76.6,958.5
985,1017,2025-01-26,velo,64.09,min,76.6,723.9
986,1017,2025-01-27,velo,38.71,min,76.6,389.8
987,1017,2025-01-28,course,25.58,min,76.6,388.1
988,1017,2025-01-29,velo,72.0,min,76.6,617.3
989,1017,2025-01-30,course,26.82,min,76.6,379.2
990,1017,2025-01-31,course,41.54,min,76.6,589.3
991,1017,2025-02-01,course,59.4,min,76.6,857.5
992,1017,2025-02-02,velo,32.25,min,76.6,327.3
993,1017,2025-02-03,course,46.800000000000004,min,76.6,643.8
994,1017,2025-02-04,course,79.92,min,76.6,1116.5
995,1017,2025-02-05,velo,41.45,min,76.6,399.5
996,1017,2025-02-06,course,78.60000000000001,min,76.6,1032.8
997,1017,2025-02-07,course,23.98,min,76.6,340.8
998,1017,2025-02-08,velo,36.78,min,76.6,362.8
999,1017,2025-02-09,course,47.04,min,76.6,692.4
1000,1017,2025-02-10,natation,72.76,min,76.6,854.9
1001,1017,2025-02-11,course,34.19,min,76.6,440.8
1002,1017,2025-02-12,course,49.5,min,76.6,744.6
1003,1017,2025-02-13,course,27.47,min,76.6,350.6
1004,1017,2025-02-14,velo,21.26,min,76.6,248.2
1005,1017,2025-02-15,velo,28.32,min,76.6,305.9
1006,1017,2025-02-16,course,60.6,min,76.6,852.1
1007,1017,2025-02-17,course,31.64,min,76.6,385.9
1008,1017,2025-02-18,velo,54.0,min,76.6,533.5
1009,1017,2025-02-19,velo,35.08,min,76.6,404.9
1010,1017,2025-02-20,course,35.99,min,76.6,152.8
1011,1017,2025-02-21,velo,52.6,min,76.6,519.5
1012,1017,2025-02-22,velo,53.35,min,76.6,492.6
1013,1017,2025-02-23,course,96.60000000000001,min,76.6,1212.2
1014,1017,2025-02-24,course,91.8,min,76.6,1268.1
1015,1017,2025-02-25,course,67.43,min,76.6,888.6
1016,1017,2025-02-26,velo,51.58,min,76.6,567.4
1017,1017,2025-02-27,course,39.51,min,76.6,521.8
1018,1017,2025-02-28,course,50.05,min,76.6,738.5
1019,1017,2025-03-01,natation,47.400000000000006,min,76.6,477.5
1020,1018,2025-01-01,course,49.96,min,62.6,602.7
1021,1018,2025-01-02,course,25.06,min,62.6,284.3
1022,1018,2025-01-03,course,53.74,min,62.6,609.1
1023,1018,2025-01-04,course,43.28,min,62.6,473.6
1024,1018,2025-01-05,course,20.31,min,62.6,225.7
1025,1018,2025-01-06,velo,50.4,min,62.6,414.1
1026,1018,2025-01-07,course,33.44,min,62.6,338.9
1027,1018,2025-01-08,velo,76.2,min,62.6,614.0
1028,1018,2025-01-09,course,38.33,min,62.6,436.6
1029,1018,2025-01-10,course,48.77,min,62.6,530.7
1030,1018,2025-01-11,natation,45.32,min,62.6,427.8
1031,1018,2025-01-12,course,43.79,min,62.6,453.9
1032,1018,2025-01-13,velo,54.29,min,62.6,449.2
1033,1018,2025-01-14,velo,54.04,min,62.6,416.4
1034,1018,2025-01-15,velo,60.23,min,62.6,446.8
1035,1018,2025-01-16,velo,75.0,min,62.6,668.2
1036,1018,2025-01-17,course,83.39999999999999,min,62.6,961.5
1037,1018,2025-01-18,course,38.77,min,62.6,376.5
1038,1018,2025-01-19,natation,54.76,min,62.6,476.7
1039,1018,2025-01-20,velo,30.94,min,62.6,277.5
1040,1018,2025-01-21,course,62.56,min,62.6,783.3
1041,1018,2025-01-22,course,67.8,min,62.6,555.4
1042,1018,2025-01-23,natation,37.48,min,62.6,296.6
1043,1018,2025-01-24,course,70.12,min,62.6,698.4
1044,1018,2025-01-25,natation,38.7,min,62.6,357.9
1045,1018,2025-01-26,course,72.94,min,62.6,819.8
1046,1018,2025-01-27,natation,36.15,min,62.6,385.2
1047,1018,2025-01-28,velo,45.64,min,62.6,316.4
1048,1018,2025-01-29,velo,71.64,min,62.6,538.4
1049,1018,2025-01-30,velo,41.32,min,62.6,341.1
1050,1018,2025-01-31,velo,43.22,min,62.6,353.4
1051,1018,2025-02-01,natation,34.04,min,62.6,289.9
1052,1018,2025-02-02,velo,60.0,min,62.6,430.9
1053,1018,2025-02-03,velo,66.96,min,62.6,595.7
1054,1018,2025-02-04,course,62.2,min,62.6,671.9
1055,1018,2025-02-05,course,29.66,min,62.6,302.9
1056,1018,2025-02-06,velo,53.34,min,62.6,356.8
1057,1018,2025-02-07,course,43.43,min,62.6,367.1
1058,1018,2025-02-08,natation,24.86,min,62.6,232.4
1059,1018,2025-02-09,course,61.2,min,62.6,630.2
1060,1018,2025-02-10,velo,24.3,min,62.6,182.1
1061,1018,2025-02-11,course,41.15,min,62.6,438.6
1062,1018,2025-02-12,natation,55.44,min,70.65102602073198,495.7
1063,1018,2025-02-13,natation,66.60000000000001,min,62.6,507.3
1064,1018,2025-02-14,course,45.27,min,62.6,494.8
1065,1018,2025-02-15,velo,16.64,min,62.6,128.7
1066,1018,2025-02-16,course,58.85,min,62.6,521.1
1067,1018,2025-02-17,velo,48.21,min,62.6,390.1
1068,1018,2025-02-18,velo,40.04,min,62.6,323.4
1069,1018,2025-02-19,velo,30.29,min,62.6,194.4
1070,1018,2025-02-20,velo,38.64,min,62.6,334.0
1071,1018,2025-02-21,velo,62.0,min,62.6,509.7
1072,1018,2025-02-22,velo,66.0,min,62.6,622.7
1073,1018,2025-02-23,course,33.01,min,62.6,358.6
1074,1018,2025-02-24,course,47.91,min,62.6,533.6
1075,1018,2025-02-25,natation,47.71,min,62.6,318.8
1076,1018,2025-02-26,velo,39.12,min,62.6,332.2
1077,1018,2025-02-27,velo,41.93,min,62.6,301.0
1078,1018,2025-02-28,velo,51.0,min,62.6,342.3
1079,1018,2025-03-01,course,48.46,min,62.6,482.3
1080,1019,2025-01-01,natation,49.51,min,65.3,459.6
1081,1019,2025-01-02,velo,33.0,min,65.3,207.8
1082,1019,2025-01-03,velo,51.6,min,65.3,461.7
1083,1019,2025-01-04,velo,88.2,min,65.3,785.0
1084,1019,2025-01-05,course,30.38,min,65.3,326.5
1085,1019,2025-01-06,course,41.62,min,65.3,501.1
1086,1019,2025-01-07,velo,56.3,min,65.3,490.1
1087,1019,2025-01-08,velo,35.86,min,65.3,282.3
1088,1019,2025-01-09,natation,63.99,min,65.3,617.1
1089,1019,2025-01-10,course,42.11,min,65.3,1166.2
1090,1019,2025-01-11,natation,27.6,min,65.3,282.8
1091,1019,2025-01-12,velo,30.65,min,65.3,292.6
1092,1019,2025-01-13,velo,28.76,min,65.3,236.6
1093,1019,2025-01-14,course,36.87,min,65.3,443.4
1094,1019,2025-01-15,course,38.92,min,65.3,487.0
1095,1019,2025-01-16,velo,41.17,min,65.3,401.1
1096,1019,2025-01-17,course,45.07,min,65.3,520.0
1097,1019,2025-01-18,velo,39.28,min,65.3,320.2
1098,1019,2025-01-19,natation,48.59,min,65.3,428.3
1099,1019,2025-01-20,velo,11.97,min,65.3,116.6
1100,1019,2025-01-21,velo,44.01,min,65.3,400.9
1101,1019,2025-01-22,course,33.16,min,65.3,404.6
1102,1019,2025-01-23,velo,34.58,min,65.3,323.6
1103,1019,2025-01-24,velo,60.6,min,65.3,451.6
1104,1019,2025-01-25,velo,69.6,min,65.3,588.9
1105,1019,2025-01-26,course,48.85,min,65.3,503.7
1106,1019,2025-01-27,course,76.8,min,65.3,810.2
1107,1019,2025-01-28,velo,10.0,min,65.3,83.1
1108,1019,2025-01-29,course,36.54,min,65.3,451.2
1109,1019,2025-01-30,natation,61.82,min,65.3,558.8
1110,1019,2025-01-31,course,40.18,min,65.3,522.5
1111,1019,2025-02-01,natation,43.07,min,65.3,356.0
1112,1019,2025-02-02,course,44.62,min,65.3,527.4
1113,1019,2025-02-03,course,41.6,min,65.3,505.3
1114,1019,2025-02-04,velo,64.54,min,65.3,563.1
1115,1019,2025-02-05,natation,48.36,min,65.3,417.9
1116,1019,2025-02-06,course,66.26,min,65.3,738.8
1117,1019,2025-02-07,course,36.89,min,65.3,402.9
1118,1019,2025-02-08,course,58.8,min,70.65102602073198,681.3
1119,1019,2025-02-09,velo,77.25,min,65.3,647.2
1120,1019,2025-02-10,natation,42.59,min,65.3,373.3
1121,1019,2025-02-11,velo,31.52,min,65.3,309.0
1122,1019,2025-02-12,course,24.54,min,65.3,298.2
1123,1019,2025-02-13,course,30.37,min,65.3,364.2
1124,1019,2025-02-14,natation,65.89,min,65.3,603.0
1125,1019,2025-02-15,velo,55.1,min,65.3,463.0
1126,1019,2025-02-16,course,53.29,min,65.3,667.5
1127,1019,2025-02-17,course,45.17,min,65.3,384.9
1128,1019,2025-02-18,course,67.2,min,65.3,638.7
1129,1019,2025-02-19,course,39.17,min,65.3,405.9
1130,1019,2025-02-20,natation,29.38,min,65.3,241.0
1131,1019,2025-02-21,natation,75.6,min,65.3,687.8
1132,1019,2025-02-22,course,72.6,min,65.3,781.5
1133,1019,2025-02-23,velo,45.91,min,65.3,453.1
1134,1019,2025-02-24,course,71.39999999999999,min,65.3,796.4
1135,1019,2025-02-25,course,36.0,min,65.3,437.4
1136,1019,2025-02-26,course,50.4,min,65.3,524.4
1137,1019,2025-02-27,course,53.93,min,65.3,587.8
1138,1019,2025-02-28,velo,46.77,min,65.3,424.0
1139,1019,2025-03-01,natation,39.72,min,65.3,304.9
1140,1020,2025-01-01,course,58.47,min,54.4,505.9
1141,1020,2025-01-02,velo,56.53,min,54.4,400.1
1142,1020,2025-01-03,course,53.99,min,54.4,505.9
1143,1020,2025-01-04,velo,49.76,min,54.4,341.3
1144,1020,2025-01-05,velo,12.11,min,54.4,73.2
1145,1020,2025-01-06,course,54.38,min,54.4,465.8
1146,1020,2025-01-07,velo,68.68,min,54.4,484.1
1147,1020,2025-01-08,velo,63.6,min,54.4,456.3
1148,1020,2025-01-09,course,43.65,min,54.4,392.3
1149,1020,2025-01-10,course,36.23,min,54.4,321.0
1150,1020,2025-01-11,natation,63.55,min,54.4,542.9
1151,1020,2025-01-12,natation,42.2,min,54.4,267.3
1152,1020,2025-01-13,velo,62.32,min,54.4,471.2
1153,1020,2025-01-14,course,56.19,min,54.4,498.5
1154,1020,2025-01-15,course,46.98,min,54.4,461.5
1155,1020,2025-01-16,velo,57.599999999999994,min,54.4,354.7
1156,1020,2025-01-17,natation,13.98,min,54.4,101.0
1157,1020,2025-01-18,course,66.60000000000001,min,54.4,677.7
1158,1020,2025-01-19,course,63.95,min,54.4,687.6
1159,1020,2025-01-20,course,64.15,min,54.4,631.2
1160,1020,2025-01-21,velo,65.68,min,54.4,545.6
1161,1020,2025-01-22,course,44.11,min,54.4,469.8
1162,1020,2025-01-23,natation,27.06,min,54.4,202.1
1163,1020,2025-01-24,course,63.23,min,70.65102602073198,827.5
1164,1020,2025-01-25,velo,36.98,min,54.4,263.7
1165,1020,2025-01-26,course,44.26,min,54.4,341.7
1166,1020,2025-01-27,course,56.02,min,54.4,495.8
1167,1020,2025-01-28,velo,24.72,min,54.4,189.8
1168,1020,2025-01-29,course,22.16,min,54.4,232.6
1169,1020,2025-01-30,velo,25.57,min,54.4,165.1
1170,1020,2025-01-31,natation,67.65,min,54.4,544.6
1171,1020,2025-02-01,course,44.42,min,54.4,404.4
1172,1020,2025-02-02,natation,61.46,min,54.4,484.5
1173,1020,2025-02-03,course,56.4,min,54.4,496.3
1174,1020,2025-02-04,velo,59.4,min,54.4,376.3
1175,1020,2025-02-05,velo,43.47,min,54.4,325.5
1176,1020,2025-02-06,velo,48.48,min,54.4,290.4
1177,1020,2025-02-07,course,28.95,min,54.4,288.0
1178,1020,2025-02-08,velo,79.80000000000001,min,54.4,534.6
1179,1020,2025-02-09,velo,29.4,min,54.4,220.1
1180,1020,2025-02-10,course,31.26,min,54.4,328.7
1181,1020,2025-02-11,course,51.13,min,54.4,424.6
1182,1020,2025-02-12,course,31.44,min,54.4,345.5
1183,1020,2025-02-13,course,46.57,min,54.4,454.3
1184,1020,2025-02-14,velo,38.61,min,54.4,282.1
1185,1020,2025-02-15,course,67.08,min,54.4,635.5
1186,1020,2025-02-16,course,64.63,min,54.4,614.4
1187,1020,2025-02-17,course,47.33,min,54.4,467.0
1188,1020,2025-02-18,velo,44.31,min,54.4,320.6
1189,1020,2025-02-19,course,55.0,min,54.4,537.9
1190,1020,2025-02-20,velo,30.11,min,54.4,208.2
1191,1020,2025-02-21,velo,42.3,min,54.4,324.0
1192,1020,2025-02-22,course,42.12,min,54.4,454.6
1193,1020,2025-02-23,natation,55.2,min,54.4,398.9
1194,1020,2025-02-24,velo,24.05,min,54.4,180.6
1195,1020,2025-02-25,velo,46.84,min,54.4,365.5
1196,1020,2025-02-26,velo,75.23,min,54.4,565.7
1197,1020,2025-02-27,natation,53.16,min,54.4,396.1
1198,1020,2025-02-28,natation,100.19999999999999,min,54.4,888.6
1199,1020,2025-03-01,course,61.93,min,54.4,576.1
1200,1021,2025-01-01,velo,32.34,min,55.6,202.4
1201,1021,2025-01-02,velo,10.0,min,55.6,57.0
1202,1021,2025-01-03,velo,58.1,min,55.6,402.3
1203,1021,2025-01-04,natation,30.35,min,55.6,246.9
1204,1021,2025-01-05,velo,18.12,min,55.6,37.8
1205,1021,2025-01-06,course,33.22,min,55.6,310.1
1206,1021,2025-01-07,natation,53.4,min,55.6,385.8
1207,1021,2025-01-08,velo,69.0,min,55.6,445.9
1208,1021,2025-01-09,course,54.48,min,55.6,528.9
1209,1021,2025-01-10,course,56.84,min,55.6,579.5
1210,1021,2025-01-11,natation,57.0,min,55.6,487.4
1211,1021,2025-01-12,natation,44.19,min,55.6,905.7
1212,1021,2025-01-13,velo,34.47,min,55.6,247.3
1213,1021,2025-01-14,course,43.67,min,55.6,375.4
1214,1021,2025-01-15,velo,65.94,min,55.6,516.3
1215,1021,2025-01-16,course,52.57,min,55.6,487.4
1216,1021,2025-01-17,velo,37.0,min,55.6,274.0
1217,1021,2025-01-18,course,27.48,min,55.6,262.5
1218,1021,2025-01-19,velo,48.08,min,55.6,293.6
1219,1021,2025-01-20,course,46.44,min,55.6,451.5
1220,1021,2025-01-21,velo,17.74,min,55.6,133.1
1221,1021,2025-01-22,course,59.77,min,55.6,684.5
1222,1021,2025-01-23,course,34.199999999999996,min,55.6,287.2
1223,1021,2025-01-24,velo,53.4,min,55.6,376.8
1224,1021,2025-01-25,velo,46.44,min,55.6,352.7
1225,1021,2025-01-26,course,54.0,min,55.6,513.8
1226,1021,2025-01-27,course,49.34,min,55.6,143.9
1227,1021,2025-01-28,course,49.56,min,55.6,513.1
1228,1021,2025-01-29,velo,37.75,min,55.6,335.6
1229,1021,2025-01-30,course,59.14,min,55.6,640.6
1230,1021,2025-01-31,velo,60.14,min,55.6,487.4
1231,1021,2025-02-01,course,45.47,min,55.6,391.7
1232,1021,2025-02-02,velo,26.4,min,55.6,201.3
1233,1021,2025-02-03,velo,49.48,min,55.6,325.4
1234,1021,2025-02-04,natation,55.58,min,55.6,335.6
1235,1021,2025-02-05,course,57.0,min,55.6,543.4
1236,1021,2025-02-06,velo,44.11,min,55.6,359.3
1237,1021,2025-02-07,natation,77.82,min,55.6,575.4
1238,1021,2025-02-08,course,10.0,min,55.6,95.9
1239,1021,2025-02-09,natation,28.48,min,55.6,238.7
1240,1021,2025-02-10,course,67.45,min,55.6,595.1
1241,1021,2025-02-11,course,48.76,min,55.6,430.7
1242,1021,2025-02-12,velo,40.03,min,55.6,288.4
1243,1021,2025-02-13,course,45.45,min,55.6,379.9
1244,1021,2025-02-14,natation,72.6,min,55.6,542.3
1245,1021,2025-02-15,velo,43.58,min,55.6,310.5
1246,1021,2025-02-16,natation,36.6,min,55.6,328.3
1247,1021,2025-02-17,course,54.0,min,55.6,446.3
1248,1021,2025-02-18,velo,79.21,min,55.6,591.5
1249,1021,2025-02-19,course,54.6,min,55.6,512.7
1250,1021,2025-02-20,natation,63.04,min,55.6,423.8
1251,1021,2025-02-21,velo,37.85,min,55.6,270.3
1252,1021,2025-02-22,natation,62.66,min,55.6,492.3
1253,1021,2025-02-23,velo,45.84,min,55.6,284.4
1254,1021,2025-02-24,course,64.66,min,55.6,575.9
1255,1021,2025-02-25,natation,64.80000000000001,min,55.6,499.1
1256,1021,2025-02-26,course,53.3,min,55.6,530.3
1257,1021,2025-02-27,natation,66.12,min,55.6,1334.2
1258,1021,2025-02-28,course,57.96,min,55.6,526.2
1259,1021,2025-03-01,natation,45.68,min,55.6,394.5
1260,1022,2025-01-01,course,44.97,min,74.5,548.9
1261,1022,2025-01-02,natation,54.27,min,74.5,500.6
1262,1022,2025-01-03,natation,18.0,min,74.5,181.6
1263,1022,2025-01-04,velo,21.51,min,74.5,242.2
1264,1022,2025-01-05,course,81.0,min,74.5,1079.6
1265,1022,2025-01-06,velo,62.0,min,74.5,706.8
1266,1022,2025-01-07,velo,73.25,min,74.5,746.1
1267,1022,2025-01-08,velo,42.41,min,74.5,352.8
1268,1022,2025-01-09,course,27.96,min,74.5,364.4
1269,1022,2025-01-10,course,39.0,min,74.5,570.2
1270,1022,2025-01-11,course,52.89,min,74.5,540.9
1271,1022,2025-01-12,velo,42.7,min,74.5,316.0
1272,1022,2025-01-13,natation,37.12,min,74.5,461.8
1273,1022,2025-01-14,velo,67.92,min,74.5,694.4
1274,1022,2025-01-15,velo,58.4,min,74.5,541.1
1275,1022,2025-01-16,course,57.599999999999994,min,74.5,662.1
1276,1022,2025-01-17,velo,43.93,min,74.5,385.7
1277,1022,2025-01-18,velo,71.38,min,74.5,657.3
1278,1022,2025-01-19,velo,64.04,min,74.5,681.6
1279,1022,2025-01-20,natation,23.6,min,74.5,260.0
1280,1022,2025-01-21,velo,16.89,min,74.5,178.0
1281,1022,2025-01-22,natation,53.55,min,74.5,588.3
1282,1022,2025-01-23,velo,49.68,min,74.5,428.8
1283,1022,2025-01-24,course,58.33,min,74.5,639.3
1284,1022,2025-01-25,velo,65.27,min,74.5,724.0
1285,1022,2025-01-26,velo,31.94,min,74.5,366.8
1286,1022,2025-01-27,velo,59.31,min,74.5,501.4
1287,1022,2025-01-28,velo,78.60000000000001,min,74.5,755.1
1288,1022,2025-01-29,course,73.28,min,74.5,1029.8
1289,1022,2025-01-30,velo,25.04,min,74.5,243.0
1290,1022,2025-01-31,velo,14.83,min,74.5,136.3
1291,1022,2025-02-01,velo,64.26,min,74.5,586.8
1292,1022,2025-02-02,natation,38.27,min,74.5,455.9
1293,1022,2025-02-03,course,46.52,min,70.65102602073198,600.2
1294,1022,2025-02-04,velo,52.26,min,74.5,478.3
1295,1022,2025-02-05,course,72.0,min,74.5,1052.8
1296,1022,2025-02-06,velo,47.78,min,74.5,566.5
1297,1022,2025-02-07,velo,50.93,min,74.5,532.0
1298,1022,2025-02-08,course,56.46,min,74.5,848.2
1299,1022,2025-02-09,course,63.5,min,74.5,717.4
1300,1022,2025-02-10,course,51.29,min,74.5,606.8
1301,1022,2025-02-11,velo,38.05,min,74.5,445.7
1302,1022,2025-02-12,natation,51.43,min,74.5,592.5
1303,1022,2025-02-13,natation,31.39,min,74.5,354.2
1304,1022,2025-02-14,natation,28.89,min,74.5,285.4
1305,1022,2025-02-15,course,73.11,min,74.5,896.9
1306,1022,2025-02-16,velo,38.4,min,74.5,380.9
1307,1022,2025-02-17,natation,61.14,min,74.5,608.9
1308,1022,2025-02-18,course,32.59,min,74.5,433.6
1309,1022,2025-02-19,course,57.47,min,74.5,769.0
1310,1022,2025-02-20,course,51.21,min,74.5,649.3
1311,1022,2025-02-21,natation,29.55,min,70.65102602073198,320.7
1312,1022,2025-02-22,natation,32.79,min,74.5,326.2
1313,1022,2025-02-23,course,29.86,min,74.5,310.7
1314,1022,2025-02-24,natation,53.94,min,74.5,538.9
1315,1022,2025-02-25,velo,28.76,min,74.5,293.0
1316,1022,2025-02-26,course,64.22,min,74.5,759.9
1317,1022,2025-02-27,course,44.4,min,74.5,543.4
1318,1022,2025-02-28,velo,37.39,min,74.5,451.5
1319,1022,2025-03-01,natation,30.0,min,74.5,298.4
1320,1023,2025-01-01,velo,40.97,min,65.0,380.4
1321,1023,2025-01-02,velo,40.54,min,65.0,297.9
1322,1023,2025-01-03,natation,48.85,min,65.0,402.1
1323,1023,2025-01-04,course,18.0,min,65.0,191.9
1324,1023,2025-01-05,velo,76.4,min,65.0,559.4
1325,1023,2025-01-06,velo,48.13,min,65.0,373.0
1326,1023,2025-01-07,velo,38.7,min,65.0,344.6
1327,1023,2025-01-08,course,57.24,min,65.0,684.2
1328,1023,2025-01-09,course,56.65,min,65.0,630.5
1329,1023,2025-01-10,course,82.2,min,65.0,862.5
1330,1023,2025-01-11,velo,74.4,min,65.0,533.7
1331,1023,2025-01-12,velo,80.28,min,65.0,579.9
1332,1023,2025-01-13,velo,42.06,min,65.0,328.8
1333,1023,2025-01-14,natation,19.68,min,65.0,176.2
1334,1023,2025-01-15,natation,47.4,min,65.0,429.7
1335,1023,2025-01-16,velo,30.0,min,65.0,212.1
1336,1023,2025-01-17,course,70.19999999999999,min,65.0,775.7
1337,1023,2025-01-18,course,43.06,min,65.0,472.9
1338,1023,2025-01-19,velo,56.01,min,65.0,487.0
1339,1023,2025-01-20,natation,16.89,min,65.0,132.0
1340,1023,2025-01-21,natation,17.07,min,65.0,157.8
1341,1023,2025-01-22,velo,15.96,min,65.0,137.3
1342,1023,2025-01-23,course,41.81,min,65.0,435.6
1343,1023,2025-01-24,course,35.83,min,65.0,463.2
1344,1023,2025-01-25,velo,40.2,min,65.0,300.4
1345,1023,2025-01-26,course,48.0,min,65.0,425.3
1346,1023,2025-01-27,natation,56.12,min,65.0,501.4
1347,1023,2025-01-28,course,42.39,min,65.0,566.5
1348,1023,2025-01-29,course,46.63,min,65.0,566.8
1349,1023,2025-01-30,course,40.38,min,65.0,571.0
1350,1023,2025-01-31,velo,42.599999999999994,min,65.0,337.9
1351,1023,2025-02-01,velo,72.0,min,65.0,531.2
1352,1023,2025-02-02,velo,29.43,min,65.0,261.7
1353,1023,2025-02-03,course,41.86,min,65.0,500.1
1354,1023,2025-02-04,course,39.0,min,65.0,522.4
1355,1023,2025-02-05,course,30.44,min,65.0,325.5
1356,1023,2025-02-06,natation,43.8,min,65.0,384.1
1357,1023,2025-02-07,course,37.2,min,65.0,466.5
1358,1023,2025-02-08,natation,31.71,min,65.0,302.1
1359,1023,2025-02-09,velo,38.66,min,65.0,349.8
1360,1023,2025-02-10,course,91.2,min,65.0,872.6
1361,1023,2025-02-11,velo,54.8,min,65.0,419.3
1362,1023,2025-02-12,velo,52.8,min,65.0,569.0
1363,1023,2025-02-13,course,38.71,min,65.0,454.7
1364,1023,2025-02-14,velo,44.79,min,65.0,312.4
1365,1023,2025-02-15,natation,29.09,min,65.0,211.4
1366,1023,2025-02-16,course,40.72,min,65.0,446.1
1367,1023,2025-02-17,velo,40.61,min,65.0,330.9
1368,1023,2025-02-18,velo,36.37,min,65.0,299.0
1369,1023,2025-02-19,natation,51.0,min,65.0,472.9
1370,1023,2025-02-20,velo,41.7,min,65.0,349.7
1371,1023,2025-02-21,course,33.52,min,65.0,350.5
1372,1023,2025-02-22,course,32.73,min,65.0,348.1
1373,1023,2025-02-23,course,53.83,min,65.0,559.5
1374,1023,2025-02-24,course,64.07,min,65.0,715.0
1375,1023,2025-02-25,course,55.800000000000004,min,70.65102602073198,676.8
1376,1023,2025-02-26,course,54.63,min,65.0,703.3
1377,1023,2025-02-27,course,22.43,min,65.0,264.5
1378,1023,2025-02-28,course,48.0,min,70.65102602073198,498.4
1379,1023,2025-03-01,course,38.35,min,65.0,407.6
1380,1024,2025-01-01,natation,46.62,min,77.9,557.2
1381,1024,2025-01-02,velo,36.0,min,77.9,393.8
1382,1024,2025-01-03,velo,64.2,min,77.9,564.9
1383,1024,2025-01-04,course,58.199999999999996,min,77.9,851.1
1384,1024,2025-01-05,course,47.53,min,77.9,635.3
1385,1024,2025-01-06,course,69.6,min,77.9,929.9
1386,1024,2025-01-07,velo,56.71,min,77.9,514.3
1387,1024,2025-01-08,natation,69.29,min,77.9,811.5
1388,1024,2025-01-09,velo,54.0,min,70.65102602073198,619.8
1389,1024,2025-01-10,natation,49.07,min,77.9,493.8
1390,1024,2025-01-11,course,44.94,min,77.9,774.5
1391,1024,2025-01-12,velo,65.54,min,77.9,659.0
1392,1024,2025-01-13,course,49.84,min,77.9,529.9
1393,1024,2025-01-14,velo,103.2,min,77.9,995.0
1394,1024,2025-01-15,velo,50.4,min,77.9,588.4
1395,1024,2025-01-16,course,41.9,min,77.9,520.5
1396,1024,2025-01-17,velo,54.72,min,77.9,606.5
1397,1024,2025-01-18,velo,14.26,min,77.9,157.7
1398,1024,2025-01-19,course,80.04,min,77.9,979.9
1399,1024,2025-01-20,course,87.39,min,77.9,1109.8
1400,1024,2025-01-21,course,48.21,min,77.9,523.0
1401,1024,2025-01-22,course,41.09,min,77.9,632.4
1402,1024,2025-01-23,natation,71.06,min,77.9,931.9
1403,1024,2025-01-24,course,58.87,min,77.9,690.6
1404,1024,2025-01-25,velo,62.74,min,77.9,611.1
